product_id,product_name,brand_id,brand_name,seller_id,seller_name,price_current,price_original,sold_count,review_count,in_stock,rating_score,location,product_url
279654168,Facial Cleanser That Prevents Harm from the Environment for All Skin Types Paula's Choice Defense Hydrating Gel to Cream Cleanser 198ml 2210,8239,Paula's Choice,100169489,Paula's Choice,663000,699000,786,121,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i279654168.html
279658154,Paula's Choice Clear Pore Normalizing Cleanser Gel Cleanser to Prevent Acne and Tighten Pores 177 ml 6002,8239,Paula's Choice,100169489,Paula's Choice,616000,650000,9300,1400,TRUE,4.91,Vietnam,https://www.lazada.vn/products/pdp-i279658154.html
3039339409,Paula's Choice Pro-Collagen Peptide Gloss Balm 15ml 71180,8239,Paula's Choice,100169489,Paula's Choice,659000,695000,115,23,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i3039339409.html
279634584,Anti-Chapping Moisturizing Wax for Instantly Soft and Smooth Skin Paula's Choice Lip & Body Treatment Balm 14.17g 5500,8239,Paula's Choice,100169489,Paula's Choice,395000,430000,1000,166,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i279634584.html
3274037669,Pro-Collagen Peptide Gloss Balm Deep Plum 15ml 9590 Lip Balm That Plumps Lips and Reduces Wrinkles,8239,Paula's Choice,100169489,Paula's Choice,660000,695000,6,4,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i3274037669.html
279648332,Paula's Choice Skin Balancing Oil Reducing Cleanser 237ml 1150,8239,Paula's Choice,100169489,Paula's Choice,663000,699000,3400,511,TRUE,4.94,Vietnam,https://www.lazada.vn/products/pdp-i279648332.html
2856953296,Retinal Essence Prevents Aging and Tightens Facial Skin Paula's Choice Pro Retinaldehyde Treatment 30ml 1501,8239,Paula's Choice,100169489,Paula's Choice,1980000,2090000,362,58,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i2856953296.html
1565824524,Paula's Choice Skin Balancing Oil Reducing Cleanser 473ml - 1151,8239,Paula's Choice,100169489,Paula's Choice,853000,899000,617,87,TRUE,4.89,Vietnam,https://www.lazada.vn/products/pdp-i1565824524.html
279632605,Paula's Choice Skin Perfecting 2% Bha Liquid Exfoliant 118 Ml- 2010,8239,Paula's Choice,100169489,Paula's Choice,995000,1065000,22600,3975,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i279632605.html
1319098763,Paula's Choice Clinical Discoloration Repair Serum 30ml 8040 Optimizes Dark Spots and Evens Skin Tone.,8239,Paula's Choice,100169489,Paula's Choice,1518000,1599000,2500,424,TRUE,4.91,Vietnam,https://www.lazada.vn/products/pdp-i1319098763.html
279634586,Paula's Choice Resist Optimal Results Hydrating Cleanser 7600 Is an Optimal Effective Moisturizing Soap-Free Facial Cleanser.,8239,Paula's Choice,100169489,Paula's Choice,721000,760000,834,122,TRUE,4.98,Vietnam,https://www.lazada.vn/products/pdp-i279634586.html
279658153,Gel Night Moisturizer Controls Oil Secretion for Smooth Skin Paula's Choice Skin Balancing Invisible Finish Moisture Gel 60ml 3400,8239,Paula's Choice,100169489,Paula's Choice,990000,1050000,7200,1198,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i279658153.html
2470775612,Pro-Collagen Multi-Peptide Booster Skin Tightening and Firming Essence Code 20ml - 3020,8239,Paula's Choice,100169489,Paula's Choice,1756000,1850000,401,65,TRUE,4.98,Vietnam,https://www.lazada.vn/products/pdp-i2470775612.html
2616585721,Paula's Choice 25% Vitamin C Intensive Skin Brightening and Dark Spot Fading Essence 30ml -1490,8239,Paula's Choice,100169489,Paula's Choice,1989000,2099000,324,54,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i2616585721.html
3251954531,"Paula's Choice 7% Ectoin Booster 20ml 1370, 7-Effect Skin Repair and Protection Essence",8239,Paula's Choice,100169489,Paula's Choice,1281000,1350000,28,2,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i3251954531.html
279644458,Skin Brightening Essence Containing Vitamin C Paula's Choice C15 Super Booster - 7770,8239,Paula's Choice,100169489,Paula's Choice,1756000,1850000,4700,669,TRUE,4.87,Vietnam,https://www.lazada.vn/products/pdp-i279644458.html
279646381,Paula's Choice Clear Ultra Light Daily Fluid Spf 30 60 ml 6130 Ultra-Light Milk Sunscreen for Acne-Prone Skin,8239,Paula's Choice,100169489,Paula's Choice,996000,1050000,907,134,TRUE,4.87,Vietnam,https://www.lazada.vn/products/pdp-i279646381.html
575656306,Paula's Choice Clinical Niacinamide 20% Treatment Pore Tightening Essence 20ml 8030,8239,Paula's Choice,100169489,Paula's Choice,1945000,2050000,14200,2110,TRUE,4.94,Vietnam,https://www.lazada.vn/products/pdp-i575656306.html
3137680623,Moisturizing Sunscreen Helps Brighten and Even Skin Tone Spf 50 Paula's Choice 5% Vitamin C 60ml - 1360,8239,Paula's Choice,100169489,Paula's Choice,925000,975000,65,16,TRUE,4.94,Vietnam,https://www.lazada.vn/products/pdp-i3137680623.html
13355771492,Paula's Choice Nad+ Cellularyouth Longevity Serum 30ml 2250,8239,Paula's Choice,100169489,Paula's Choice,2199000,,0,1,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i13355771492.html
1222157275,"Biological Skin Replacement Essence, Regenerating New Cells Paula's Choice 25% Aha + 2% Bha Exfoliant Peel 30ml - 9560",8239,Paula's Choice,100169489,Paula's Choice,1324000,,2700,418,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i1222157275.html
279630642,Paula's Choice Clinical 1% Retinol Treatment 30 ml 8010,8239,Paula's Choice,100169489,Paula's Choice,1945000,2050000,12900,2209,TRUE,4.91,Vietnam,https://www.lazada.vn/products/pdp-i279630642.html
279658158,Paula's Choice Resist Weightless Advanced Repairing Toner 7780 Is a Super Light Rose Water That Repairs Damage to Oily and Aging Skin.,8239,Paula's Choice,100169489,Paula's Choice,816000,860000,1000,136,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i279658158.html
2312847578,Paula's Choice Calm Rescue & Repair Intensive Moisturizer 60ml 9250,8239,Paula's Choice,100169489,Paula's Choice,948000,999000,46,3,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i2312847578.html
321626957,"Restorative, Anti-Irritation and Skin-Strengthening Moisturizer Paula's Choice Omega+ Complex Moisturizer 3390",8239,Paula's Choice,100169489,Paula's Choice,1196000,1260000,2100,360,TRUE,4.88,Vietnam,https://www.lazada.vn/products/pdp-i321626957.html
279630706,Paula's Choice Resist Skin Restoring Moisturizer with Spf 50-60ml 7970 Anti-Aging Sunscreen,8239,Paula's Choice,100169489,Paula's Choice,925000,975000,1200,183,TRUE,4.9,Vietnam,https://www.lazada.vn/products/pdp-i279630706.html
799582804,Paula's Choice Resist Youth-Extending Daily Mattifying Fluid Spf 50 60ml Code 7800,8239,Paula's Choice,100169489,Paula's Choice,925000,975000,1500,267,TRUE,4.9,Vietnam,https://www.lazada.vn/products/pdp-i799582804.html
279646378,Paula's Choice Clear Oil-Free Moisturizer 60ml- 3800,8239,Paula's Choice,100169489,Paula's Choice,930000,980000,3600,538,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i279646378.html
279646390,Paula's Choice Resist Daily Pore Refining Treatment 2% Bha 7820 Exfoliating and Pore Tightening Solution,8239,Paula's Choice,100169489,Paula's Choice,1234000,1300000,1200,216,TRUE,4.87,Vietnam,https://www.lazada.vn/products/pdp-i279646390.html
279634590,Paula's Choice Hyaluronic Acid Booster 7860 Skin Hydrating and Plumping Essence,8239,Paula's Choice,100169489,Paula's Choice,1138000,1199000,2800,363,TRUE,4.91,Vietnam,https://www.lazada.vn/products/pdp-i279634590.html
509326004,Anti-Aging Essence from Retinol and Bakuchiol Paula's Choice Clinical 0.3% Retinol + 2% Bakuchiol 30ml Code 8015,8239,Paula's Choice,100169489,Paula's Choice,1654000,1750000,3800,616,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i509326004.html
279630636,Paula's Choice Resist Advanced Replenishing Toner 118ml - 7670,8239,Paula's Choice,100169489,Paula's Choice,816000,860000,443,59,TRUE,4.8,Vietnam,https://www.lazada.vn/products/pdp-i279630636.html
279634579,Paula's Choice Skin Balancing Pore Reducing Toner 190ml 1350,8239,Paula's Choice,100169489,Paula's Choice,754000,795000,9000,1422,TRUE,4.94,Vietnam,https://www.lazada.vn/products/pdp-i279634579.html
279646389,"Paula's Choice Resist Super - Light Daily Wrinkle Defense Spf 30 - 7760 Multi-Purpose Moisturizing Sunscreen, Ultra-Light and Non-Sticky",8239,Paula's Choice,100169489,Paula's Choice,925000,975000,11100,1632,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i279646389.html
3039396133,Paula's Choice Pro-Collagen Peptide Plumping Moisturizer 50ml - 1510,8239,Paula's Choice,100169489,Paula's Choice,1440000,1450000,402,70,TRUE,4.9,Vietnam,https://www.lazada.vn/products/pdp-i3039396133.html
602208130,"Paula's Choice 2% Bha Body Smoothing Spot Exfoliant 60ml, Code 5706, Body Lotion That Helps Reduce Acne and Smooth Skin.",8239,Paula's Choice,100169489,Paula's Choice,413000,450000,7800,1072,TRUE,4.97,Vietnam,https://www.lazada.vn/products/pdp-i602208130.html
279648335,Paula's Choice Skin Perfecting 2% Bha Liquid Exfoliant 30 ml 2016,8239,Paula's Choice,100169489,Paula's Choice,400000,435000,54100,4871,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i279648335.html
279628686,Paula's Choice 2% Bha Body Smoothing Spot Exfoliant 210ml 5701,8239,Paula's Choice,100169489,Paula's Choice,1039000,1050000,22000,2979,TRUE,4.92,Vietnam,https://www.lazada.vn/products/pdp-i279628686.html
279634585,Paula's Choice Resist Skin Revealing Body Lotion with 10% Aha 5900 Skin Brightening Body Cream,8239,Paula's Choice,100169489,Paula's Choice,1039000,1050000,14600,1970,TRUE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i279634585.html
279648338,Paula's Choice Resist Perfectly Balanced Foaming Cleanser 7830,8239,Paula's Choice,100169489,Paula's Choice,721000,760000,1800,275,FALSE,4.88,Bắc Ninh,https://www.lazada.vn/products/pdp-i279648338.html
3146844760,Paula's Choice Pro-Collagen Peptide Firming Eye Serum 15ml 1080,8239,Paula's Choice,100169489,Paula's Choice,1134000,1195000,120,16,FALSE,5,Bắc Ninh,https://www.lazada.vn/products/pdp-i3146844760.html
279640531,Paula's Choice Skin Recovery Replenishing Moisturer 60 ml 1860,8239,Paula's Choice,100169489,Paula's Choice,931000,980000,1700,271,FALSE,4.97,Bắc Ninh,https://www.lazada.vn/products/pdp-i279640531.html
2079410763,Vitamin C Moisturizer Brightens Skin and Increases Collagen Production Paula's Choice C5 Super Boost Moisturizer 50ml 2900,8239,Paula's Choice,100169489,Paula's Choice,1376000,1450000,1500,271,FALSE,4.93,Vietnam,https://www.lazada.vn/products/pdp-i2079410763.html
279648333,Paula's Choice Skin Recovery Enriched Calming Toner 190ml 1250,8239,Paula's Choice,100169489,Paula's Choice,726000,765000,944,138,FALSE,4.93,Bắc Ninh,https://www.lazada.vn/products/pdp-i279648333.html
1934773153,Paula's Choice 5% Niacinamide Body Serum 118ml 5810,8239,Paula's Choice,100169489,Paula's Choice,911000,960000,678,93,FALSE,4.95,Bắc Ninh,https://www.lazada.vn/products/pdp-i1934773153.html
378218198,Paula's Choice Skin - Smoothing Retinol Body Treatment 118ml- 5800,8239,Paula's Choice,100169489,Paula's Choice,911000,960000,1000,123,FALSE,4.9,Bắc Ninh,https://www.lazada.vn/products/pdp-i378218198.html
279628692,Super Premium Moisturizer to Prevent Dark Spots and Wrinkles Paula's Choice Resist Intensive Repair Cream 50 ml 7810,8239,Paula's Choice,100169489,Paula's Choice,1053000,1110000,1300,223,FALSE,4.92,Bắc Ninh,https://www.lazada.vn/products/pdp-i279628692.html
279628690,Paula’S Choice Resit Anti-Aging Clear Skin Hydrator 50ml 7691,8239,Paula's Choice,100169489,Paula's Choice,996000,1050000,4200,645,FALSE,4.95,Bắc Ninh,https://www.lazada.vn/products/pdp-i279628690.html
279644451,Paula's Choice Skin Perfecting 2% Bha Gel Exfoliant 100ml- 2040,8239,Paula's Choice,100169489,Paula's Choice,977000,1030000,4500,886,FALSE,4.93,Bắc Ninh,https://www.lazada.vn/products/pdp-i279644451.html
483294193,Paula's Choice Skin Perpecting 8% Aha Gel Exfoliant 1900 Exfoliating Gel That Softens and Brightens Skin,8239,Paula's Choice,100169489,Paula's Choice,978000,1030000,7400,1058,FALSE,4.95,Bắc Ninh,https://www.lazada.vn/products/pdp-i483294193.html
279630635,Paula's Choice Resist Advanced Smoothing Treatment 10% Aha - 7651,8239,Paula's Choice,100169489,Paula's Choice,1105000,1165000,1600,216,FALSE,4.92,Bắc Ninh,https://www.lazada.vn/products/pdp-i279630635.html
1251401479,"[the Whoo Official] the Whoo Essential Lip Glow Balm 3.3Gr, a Colored Lip Balm Rich in Nutrients",13964,THE WHOO,2.00166E+11,The Whoo,919000,,12400,2238,TRUE,4.95,Vietnam,https://www.lazada.vn/products/pdp-i1251401479.html
3175953548,[THE WHOO OFFICIAL] The Whoo Essential Lip Glow Balm 3.3Gr,13964,THE WHOO,2.00166E+11,The Whoo,919000,,274,43,TRUE,4.8,Vietnam,https://www.lazada.vn/products/pdp-i3175953548.html
1251266683,[the Whoo Official] Oriental Medicine Pressed Powder with Shimmer the History of Whoo Gongjinhyang Mi Powder Pact Spf30/Pa++ 13g,13964,THE WHOO,2.00166E+11,The Whoo,1450000,,173,34,TRUE,4.77,Vietnam,https://www.lazada.vn/products/pdp-i1251266683.html
1251405367,[THE WHOO OFFICIAL] Phấn phủ Đông y dạng nén The history of Whoo Gongjinhyang Mi Two Way Pact SPF30/PA++ 13g,13964,THE WHOO,2.00166E+11,The Whoo,1450000,,183,26,TRUE,4.81,Vietnam,https://www.lazada.vn/products/pdp-i1251405367.html
1252833318,[the Whoo Official] High-End Lipstick the History of Whoo Gongjinhyang Mi Luxury Lip Rouge 6g,13964,THE WHOO,2.00166E+11,The Whoo,980000,,646,133,TRUE,4.88,Vietnam,https://www.lazada.vn/products/pdp-i1252833318.html
1229864570,[THE WHOO OFFICIAL] Sữa rửa mặt dưỡng ẩm The history of Whoo Gongjinhyang Facial Foam Cleanser 180ml,13964,THE WHOO,2.00166E+11,The Whoo,880000,,1500,284,TRUE,4.96,Vietnam,https://www.lazada.vn/products/pdp-i1229864570.html
1655850196,[the Whoo Official] [Free 1 Core Sample of 15g] Cheon Gi Dan Essence Cushion Spf50+/Pa+++,13964,THE WHOO,2.00166E+11,The Whoo,2299000,,2900,465,TRUE,4.97,Vietnam,https://www.lazada.vn/products/pdp-i1655850196.html
1229986039,The history of Whoo gongjinhyang Seol brightening foam cleanser 180ml,13964,THE WHOO,2.00166E+11,The Whoo,1000000,,447,82,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i1229986039.html
3319228767,[the Whoo Official] Royal Complexion Glow Cushion,13964,THE WHOO,2.00166E+11,The Whoo,1800000,,0,,TRUE,,Vietnam,https://www.lazada.vn/products/pdp-i3319228767.html
1231211410,[the Whoo Official] the Whoo Bichup Anti-Aging Repair Cream 50ml,13964,THE WHOO,2.00166E+11,The Whoo,4700000,,718,117,TRUE,4.99,Vietnam,https://www.lazada.vn/products/pdp-i1231211410.html
1229972087,[the Whoo Official] the Whoo Gong Jin Hyang Brightening Balancing Toner 150ml,13964,THE WHOO,2.00166E+11,The Whoo,1350000,,184,35,TRUE,4.97,Vietnam,https://www.lazada.vn/products/pdp-i1229972087.html
1229896375,[THE WHOO OFFICIAL] Dầu tẩy trang THE WHOO Gong Jin Hyang Clarifiying Cleansing Oil 200ml,13964,THE WHOO,2.00166E+11,The Whoo,1150000,,307,47,TRUE,4.96,Vietnam,https://www.lazada.vn/products/pdp-i1229896375.html
1559610493,"[the Whoo Official] the Whoo Bichup Ultimate Recovery Youth Serum 50ml, 4Th Generation Anti-Aging Self-Generating Essence",13964,THE WHOO,2.00166E+11,The Whoo,3499000,,3100,529,TRUE,4.91,Vietnam,https://www.lazada.vn/products/pdp-i1559610493.html
1231222359,[the Whoo Official] Gongjinhyang Brightening Ultimate Corrector 20ml,13964,THE WHOO,2.00166E+11,The Whoo,2900000,,720,154,TRUE,4.88,Vietnam,https://www.lazada.vn/products/pdp-i1231222359.html
1229963123,[the Whoo Official] the Whoo Gong Jin Hyang Brightening Power Cream 50ml,13964,THE WHOO,2.00166E+11,The Whoo,3300000,,541,107,TRUE,4.9,Vietnam,https://www.lazada.vn/products/pdp-i1229963123.html
1352664921,"[THE WHOO OFFICIAL] Bộ sản phẩm tiền tinh chất chăm sóc da lão hoá, tuần hoàn, làm dịu và bảo vệ làn da The Whoo Bichup Treatment Essence",13964,THE WHOO,2.00166E+11,The Whoo,1300000,,1600,274,TRUE,4.97,Vietnam,https://www.lazada.vn/products/pdp-i1352664921.html
1231267985,"[the Whoo Official] Sunscreen That Improves Wrinkles the History of Whoo Gongjinhyang Anti-Wrinkle Uv Protective Cream Spf 50+, Pa++++ 50ml",13964,THE WHOO,2.00166E+11,The Whoo,1450000,,518,99,TRUE,4.95,Vietnam,https://www.lazada.vn/products/pdp-i1231267985.html
13380735944,"[The Whoo Official] Whoo Gongjinhyang Anti-Wrinkle Uv Protective Cream Spf 50+, Pa++++",13964,THE WHOO,2.00166E+11,The Whoo,780000,,0,,TRUE,,Vietnam,https://www.lazada.vn/products/pdp-i13380735944.html
3160595077,"[the Whoo Official] Bichup Treatment Essence Special Set, a Set of Products That Contain Essential Oils for Skin Care, Anti-Aging and Skin Circulation.",13964,THE WHOO,2.00166E+11,The Whoo,990000,,26,4,TRUE,5,Vietnam,https://www.lazada.vn/products/pdp-i3160595077.html
